"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.corpus_id","Input.file_id","Input.token_id","Input.sentence","Input.token","Input.begin","Input.end","Answer.sentiment.label","Approve","Reject"
"35XW21VSVGEQZBLYRQJK3YIASK4SL5","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3RXCAC0YIRPUGJQHS4L0YZ8MOI28GZ","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:33:48 PDT 2020","Thu Jul 02 03:36:04 PDT 2020","Sun Jul 05 03:36:04 PDT 2020","","","","136","0% (0/0)","0% (0/0)","0% (0/0)","bible","2CH","10:18","Then king Rehoboam sent Hadoram, who was over the men subject to forced labor; and the children of Israel stoned him to death with stones.","labor","72","77","Very Easy"
"35XW21VSVGEQZBLYRQJK3YIASK4SL5","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3WETL7AQWT8AZPVRZR7D3L9MIN035O","A1ILD5BPLI8X1P","Submitted","Thu Jul 02 04:32:12 PDT 2020","Thu Jul 02 04:32:22 PDT 2020","Sun Jul 05 04:32:22 PDT 2020","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","bible","2CH","10:18","Then king Rehoboam sent Hadoram, who was over the men subject to forced labor; and the children of Israel stoned him to death with stones.","labor","72","77","Very Easy"
"35XW21VSVGEQZBLYRQJK3YIASK4SL5","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3XC1O3LBOSMT0VW66TTB2N9HYCDLTB","A38OC7U7R8JYLI","Submitted","Thu Jul 02 04:34:25 PDT 2020","Thu Jul 02 04:34:29 PDT 2020","Sun Jul 05 04:34:29 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","bible","2CH","10:18","Then king Rehoboam sent Hadoram, who was over the men subject to forced labor; and the children of Israel stoned him to death with stones.","labor","72","77","Very Easy"
"35XW21VSVGEQZBLYRQJK3YIASK4SL5","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3Z9WI9EOZZOSBGNTLZ0L94TEYIAHKR","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:50:40 PDT 2020","Thu Jul 02 03:52:39 PDT 2020","Sun Jul 05 03:52:39 PDT 2020","","","","119","0% (0/0)","0% (0/0)","0% (0/0)","bible","2CH","10:18","Then king Rehoboam sent Hadoram, who was over the men subject to forced labor; and the children of Israel stoned him to death with stones.","labor","72","77","Very Easy"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","320DUZ38G7MJ00M0J8IRNPH04TWGJR","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:44:44 PDT 2020","Thu Jul 02 03:47:23 PDT 2020","Sun Jul 05 03:47:23 PDT 2020","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Very Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","369J354OFDA7C57TZPO2ELCVINDG6M","A3CZ9T0BO40T0","Submitted","Thu Jul 02 03:55:09 PDT 2020","Thu Jul 02 03:55:13 PDT 2020","Sun Jul 05 03:55:13 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Very Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3AZHRG4CU4KB4I9Q2L11MQDV1FN301","A1V32PABM8W3KZ","Submitted","Thu Jul 02 04:06:39 PDT 2020","Thu Jul 02 04:06:47 PDT 2020","Sun Jul 05 04:06:47 PDT 2020","","","","8","80% (4/5)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Very Easy"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3BXQMRHWKZYS6QTG6AK07WA8HV7MU2","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 03:53:03 PDT 2020","Thu Jul 02 03:53:07 PDT 2020","Sun Jul 05 03:53:07 PDT 2020","","","","4","0% (0/2)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Easy"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3GA6AFUKOOOMFIFM0T8MSICCNWQ3H4","A2H0VR477QHYO7","Submitted","Thu Jul 02 04:11:20 PDT 2020","Thu Jul 02 04:11:33 PDT 2020","Sun Jul 05 04:11:33 PDT 2020","","","","13","95% (35/37)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3GM6G9ZBKNXD6DER65UQ20O6YH2TMK","A2541C8MY0BYV3","Submitted","Thu Jul 02 04:20:19 PDT 2020","Thu Jul 02 04:20:33 PDT 2020","Sun Jul 05 04:20:33 PDT 2020","","","","14","100% (8/8)","100% (8/8)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3HMIGG0U4L6U2ABHMA765ZFQTEVY8Q","AWWR9PY50W0Z9","Submitted","Thu Jul 02 04:22:25 PDT 2020","Thu Jul 02 04:22:33 PDT 2020","Sun Jul 05 04:22:33 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3KGTPGBS6XL2ZMPNWS1GSNWABQQU2J","A10443E11ZWEHJ","Submitted","Thu Jul 02 04:00:52 PDT 2020","Thu Jul 02 04:00:59 PDT 2020","Sun Jul 05 04:00:59 PDT 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Very Difficult"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3TEM0PF1Q5X9MABNVA7DZZZ7SSC0DW","A29XYWTD63Z7BS","Submitted","Thu Jul 02 03:57:32 PDT 2020","Thu Jul 02 03:57:37 PDT 2020","Sun Jul 05 03:57:37 PDT 2020","","","","5","100% (61/61)","100% (37/37)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Neutral"
"360ZO6N6J1JS0E7KIWK8MGS90169ME","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:27 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:27 PDT 2020","","","3YGXWBAF70HGG6NAEFZ4RW72O4EC4M","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:37:29 PDT 2020","Thu Jul 02 03:39:48 PDT 2020","Sun Jul 05 03:39:48 PDT 2020","","","","139","0% (0/0)","0% (0/0)","0% (0/0)","bible","LUK","16:13","You aren't able to serve God and mammon .""","mammon","172","178","Very Difficult"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3FFJ6VRIL1OQULR9NO8OQWFKKXI0IW","A2541C8MY0BYV3","Submitted","Thu Jul 02 03:32:04 PDT 2020","Thu Jul 02 03:32:27 PDT 2020","Sun Jul 05 03:32:27 PDT 2020","","","","23","100% (8/8)","100% (8/8)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Very Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3IO1LGZLK9XSJQ1BGRCEM8VXU4168X","A1GD7ISOXO1XFZ","Submitted","Thu Jul 02 03:59:08 PDT 2020","Thu Jul 02 03:59:33 PDT 2020","Sun Jul 05 03:59:33 PDT 2020","","","","25","100% (14/14)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3KB8R4ZV1E7DIHOOVG5AP1YNWOOGB7","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 03:55:49 PDT 2020","Thu Jul 02 03:55:54 PDT 2020","Sun Jul 05 03:55:54 PDT 2020","","","","5","0% (0/2)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3LJ7UR74RHDZ7AK1358I771EN8W4N0","A3E18P15E4GSG6","Submitted","Thu Jul 02 04:26:50 PDT 2020","Thu Jul 02 04:26:59 PDT 2020","Sun Jul 05 04:26:59 PDT 2020","","","","9","100% (1/1)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3LQ8PUHQFLS15LX5LWF9WOE16EMHIH","A29XYWTD63Z7BS","Submitted","Thu Jul 02 04:04:25 PDT 2020","Thu Jul 02 04:04:30 PDT 2020","Sun Jul 05 04:04:30 PDT 2020","","","","5","100% (61/61)","100% (37/37)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3OUYGIZWR7YIB7ED0JY8ZTGW6BGP00","A38OC7U7R8JYLI","Submitted","Thu Jul 02 04:22:48 PDT 2020","Thu Jul 02 04:22:57 PDT 2020","Sun Jul 05 04:22:57 PDT 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Very Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3QAVNHZ3EM4OLZXX0T2U7IJPANOALB","A2H0VR477QHYO7","Submitted","Thu Jul 02 03:41:06 PDT 2020","Thu Jul 02 03:41:17 PDT 2020","Sun Jul 05 03:41:17 PDT 2020","","","","11","95% (35/37)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Neutral"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3TPZPLC3M0CESZDAJ6GR1RE39NWP3R","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:28:37 PDT 2020","Thu Jul 02 03:29:08 PDT 2020","Sun Jul 05 03:29:08 PDT 2020","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Neutral"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3TU5ZICBRD1LT8KVV0QCSDCOU5DQ8E","A10443E11ZWEHJ","Submitted","Thu Jul 02 04:08:46 PDT 2020","Thu Jul 02 04:08:51 PDT 2020","Sun Jul 05 04:08:51 PDT 2020","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Very Easy"
"366FYU4PTGPE5MYY5VNEZH1G2TQKET","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","3U088ZLJVKT8VGBEC5C3RNOSZ8GW0Z","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:47:25 PDT 2020","Thu Jul 02 03:49:45 PDT 2020","Sun Jul 05 03:49:45 PDT 2020","","","","140","0% (0/0)","0% (0/0)","0% (0/0)","bible","EZE","07:07","Your doom has come to you, inhabitant of the land: the time has come, the day is near, a day of tumult, and not of joyful shouting, on the mountains.","inhabitant","27","37","Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","33C7UALJVLYXC40EAL0XRC4GMTN18W","A3E18P15E4GSG6","Submitted","Thu Jul 02 04:24:17 PDT 2020","Thu Jul 02 04:24:23 PDT 2020","Sun Jul 05 04:24:23 PDT 2020","","","","6","100% (1/1)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","36AHBNMV1RC6J5783IIMRRTR45SDYB","A38OC7U7R8JYLI","Submitted","Thu Jul 02 04:20:27 PDT 2020","Thu Jul 02 04:20:30 PDT 2020","Sun Jul 05 04:20:30 PDT 2020","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3JPSL1DZ5SZE9Z0IC6I9KANEFIPNAR","A2QT3PLP9RR3K0","Submitted","Thu Jul 02 03:54:12 PDT 2020","Thu Jul 02 03:57:05 PDT 2020","Sun Jul 05 03:57:05 PDT 2020","","","","173","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3JZQSN0I3QA3VY040IR68RP8BMIGFR","A3CZ9T0BO40T0","Submitted","Thu Jul 02 04:19:31 PDT 2020","Thu Jul 02 04:19:37 PDT 2020","Sun Jul 05 04:19:37 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3LKC68YZ3A3TYX3XEQEEHOKAXBYWOR","A2H0VR477QHYO7","Submitted","Thu Jul 02 04:12:38 PDT 2020","Thu Jul 02 04:12:54 PDT 2020","Sun Jul 05 04:12:54 PDT 2020","","","","16","95% (35/37)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3QY7M81QH7MVIRHH8QE9IR4KKFFK7T","A2IBTYRQIZX1N6","Submitted","Thu Jul 02 04:04:33 PDT 2020","Thu Jul 02 04:05:08 PDT 2020","Sun Jul 05 04:05:08 PDT 2020","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3VJ40NV2QIN16GZ3JL93U4DBTHHOTU","A2541C8MY0BYV3","Submitted","Thu Jul 02 04:21:51 PDT 2020","Thu Jul 02 04:22:09 PDT 2020","Sun Jul 05 04:22:09 PDT 2020","","","","18","100% (8/8)","100% (8/8)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3WETL7AQWT8AZPVRZR7D3L9MINW53M","A10443E11ZWEHJ","Submitted","Thu Jul 02 03:40:13 PDT 2020","Thu Jul 02 03:40:20 PDT 2020","Sun Jul 05 03:40:20 PDT 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3WRFBPLXRAOEPE1X3R3ZX29898Y3NC","A1PBRKFHSF1OF8","Submitted","Thu Jul 02 03:59:56 PDT 2020","Thu Jul 02 04:00:00 PDT 2020","Sun Jul 05 04:00:00 PDT 2020","","","","4","0% (0/2)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"367O8HRHKG8U13EDLYK3HHGZ6YA4SP","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:24 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:24 PDT 2020","","","3ZSANO2JCF76L39VVILNX58BZXASFL","A2P76QVLSGJR45","Submitted","Thu Jul 02 03:53:55 PDT 2020","Thu Jul 02 03:56:39 PDT 2020","Sun Jul 05 03:56:39 PDT 2020","","","","164","0% (0/0)","0% (0/0)","0% (0/0)","bible","JER","48:40:00","For thus says Yahweh: Behold, he shall fly as an eagle, and shall spread out his wings against Moab.","eagle","49","54","Very Easy"
"368IUKXGA58B3Y2ZC59OJAV2F596PW","3UTQDPKCBDPWSUR2GDU9BORSWSD519","Complex Word Identification","Tell us how difficult a word is for you to understand in a given sentence","Text complexity","$0.03","Thu Jul 02 03:27:25 PDT 2020","10","BatchId:4101538;OriginalHitTemplateId:928390909;","180","259200","Thu Jul 09 03:27:25 PDT 2020","","","30ZX6P7VF8VTL6ETKTX2LLNZUATJ2D","A29XYWTD63Z7BS","Submitted","Thu Jul 02 04:08:41 PDT 2020","Thu Jul 02 04:08:47 PDT 2020","Sun Jul 05 04:08:47 PDT 2020","","","","6","100% (61/61)","100% (37/37)","0% (0/0)","bible","LUK","05:07","They came, and filled both boats, so that they began to sink.","boats","115","120","Very Easy"
