HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject
3DWGDA5POF4T1WYYSB66U6T3TIN1V7,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:24 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:24 PDT 2020,,,3RGU30DZTA8JSAIMUBGM0U1X0MIMJT,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:52:05 PDT 2020,Fri Jul 03 06:52:10 PDT 2020,Mon Jul 06 06:52:10 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,2KI,25:26:00,"All the people, both small and great, and the captains of the forces, arose, and came to Egypt; for they were afraid of the Chaldeans.",captains,46,54,Easy,,
3E24UO25QZQTIYQYX5W9UAQC505O6P,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3NC5L260MOMRNBH2O14ED0YA2FEFOW,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:28 PDT 2020,Fri Jul 03 06:47:35 PDT 2020,Mon Jul 06 06:47:35 PDT 2020,,Fri Jul 03 07:39:00 PDT 2020,See block message.,7,70% (158/225),71% (157/220),71% (157/220),bible,SON,07:05,The king is held captive in its tresses.,tresses,100,107,Neutral,,
3EQVJH0T40LPSFFNP59CLBLPDM2THH,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:15 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:15 PDT 2020,,,33IZTU6J811NLP0GVCR93C8I39EXS3,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:50:30 PDT 2020,Fri Jul 03 06:50:35 PDT 2020,Mon Jul 06 06:50:35 PDT 2020,,Fri Jul 03 07:39:01 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,1CH,14:15,"It shall be, when you hear the sound of marching in the tops of the mulberry trees, that then you shall go out to battle; for God has gone out before you to strike the army of the Philistines.""",tops,56,60,Easy,,
3H781YYV6TID85OLZ41608OCL6ATE1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:14 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:14 PDT 2020,,,3TVSS0C0E109BP85A70DBYQXWQLTWU,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:49:11 PDT 2020,Fri Jul 03 06:49:15 PDT 2020,Mon Jul 06 06:49:15 PDT 2020,,Fri Jul 03 07:39:01 PDT 2020,See block message.,4,70% (158/225),71% (157/220),71% (157/220),bible,EXO,33:10:00,"All the people saw the pillar of cloud stand at the door of the Tent, and all the people rose up and worshiped, everyone at their tent door.",Tent,64,68,Easy,,
3HXCEECSQMT70MEB5X2ITZH9OE1YZ1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:21 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:21 PDT 2020,,,3TR2532VIPUH37XU7V95BY4BAM1J6E,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:48:24 PDT 2020,Fri Jul 03 06:48:58 PDT 2020,Mon Jul 06 06:48:58 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,34,70% (158/225),71% (157/220),71% (157/220),bible,LEV,07:34,"For the waved breast and the heaved thigh I have taken from the children of Israel out of the sacrifices of their peace offerings, and have given them to Aaron the priest and to his sons as their portion forever from the children of Israel.'""",priest,164,170,Easy,,
3I4E7AFQ2KZLJLADD5CXXO14QE6TJM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:17 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:17 PDT 2020,,,3DYGAII7PL86Z0JCHHSNEZ7EJMKQPJ,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:51:10 PDT 2020,Fri Jul 03 06:51:15 PDT 2020,Mon Jul 06 06:51:15 PDT 2020,,Fri Jul 03 07:39:02 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,JOH,19:24,"Then they said to one another, ""Let's not tear it, but cast lots for it to decide whose it will be,"" that the Scripture might be fulfilled, which says, ""They parted my garments among them.",Scripture,110,119,Neutral,,
3I7SHAD35MWOMVJR3ZMO8K135BAM77,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:27 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:27 PDT 2020,,,3JZQSN0I3QA3VY040IR68RP8BTPGFC,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:53:25 PDT 2020,Fri Jul 03 06:55:20 PDT 2020,Mon Jul 06 06:55:20 PDT 2020,,Fri Jul 03 07:39:05 PDT 2020,See block message.,115,70% (158/225),71% (157/220),71% (157/220),bible,2CH,31:15:00,"Under him were Eden, and Miniamin, and Jeshua, and Shemaiah, Amariah, and Shecaniah, in the cities of the priests, in their office of trust, to give to their brothers by divisions, as well to the great as to the small:",trust,134,139,Easy,,
3IV1AEQ4DRD2L1IPA7126S5HC1LJ8N,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:13 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:13 PDT 2020,,,3RRCEFRB7MCX61V40F39GC1K6QM4BT,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:06 PDT 2020,Fri Jul 03 06:47:12 PDT 2020,Mon Jul 06 06:47:12 PDT 2020,,Fri Jul 03 07:39:00 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,ISA,31:07:00,For in that day everyone shall cast away his idols of silver and his idols of gold--sin which your own hands have made for you.,silver,54,60,Easy,,
3JVP4ZJHDPSO81TGXL3N1CKZGOKI0N,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:22 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:22 PDT 2020,,,3RKNTXVS3MYSNRQCU13DL1HEO81A44,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:21 PDT 2020,Fri Jul 03 06:47:28 PDT 2020,Mon Jul 06 06:47:28 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,7,70% (158/225),71% (157/220),71% (157/220),bible,REV,22:03,"The throne of God and of the Lamb will be in it, and his servants serve him.",throne,37,43,Easy,,
3KTZHH2ONIFSM9OAD4EUMKXYGVGM8U,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:27 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:27 PDT 2020,,,3K5TEWLKGVB6NMSPQLWDBP5AE04IVT,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:50:40 PDT 2020,Fri Jul 03 06:50:46 PDT 2020,Mon Jul 06 06:50:46 PDT 2020,,Fri Jul 03 07:39:25 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,NUM,05:15,"He shall pour no oil on it, nor put frankincense on it, for it is a meal offering of jealousy, a meal offering of memorial, bringing iniquity to memory.",frankincense,166,178,Neutral,,
3LEG2HW4UFNBUKU4B01GH30MXUCF2D,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:15 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:15 PDT 2020,,,3U84XHCDICDTOZYK6TJC2U8NXT84ZZ,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:35 PDT 2020,Fri Jul 03 06:47:41 PDT 2020,Mon Jul 06 06:47:41 PDT 2020,,Fri Jul 03 07:39:01 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,EXO,26:15:00,"""You shall make the boards for the tabernacle of acacia wood, standing up.",acacia,49,55,Neutral,,
3LG268AV3860SQBTVFWB0TNUXLDREM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:21 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:21 PDT 2020,,,3570Y55XZPJ9VPHZ58JUXCWOH4DGY7,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:46:52 PDT 2020,Fri Jul 03 06:46:58 PDT 2020,Mon Jul 06 06:46:58 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,1TH,03:03,that no one be moved by these afflictions.,afflictions,30,41,Easy,,
3M93N4X8HKNK4LXYO577NJ5IOVSJSN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:19 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:19 PDT 2020,,,3VSOLARPKB9T0CX32HKUF1EO4QQ390,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:54:20 PDT 2020,Fri Jul 03 06:55:34 PDT 2020,Mon Jul 06 06:55:34 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,74,70% (158/225),71% (157/220),71% (157/220),bible,HEB,03:13,"but exhort one another day by day, so long as it is called ""today""; lest any one of you be hardened by the deceitfulness of sin.",deceitfulness,107,120,Neutral,,
3MNJFORX8B43THDRTJ3EFA3YH43F5E,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:17 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:17 PDT 2020,,,32SCWG5HIH4DPI0S28EP8UQNJL86P2,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:49:04 PDT 2020,Fri Jul 03 06:49:10 PDT 2020,Mon Jul 06 06:49:10 PDT 2020,,Fri Jul 03 07:39:02 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,EZE,22:21,"Yes, I will gather you, and blow on you with the fire of my wrath, and you shall be melted in its midst.",fire,49,53,Easy,,
3OWZNK3RYLP0D2RU6PWF331P7HRU2R,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:28 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:28 PDT 2020,,,3JPSL1DZ5SZE9Z0IC6I9KANEFPXNAD,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:50:23 PDT 2020,Fri Jul 03 06:50:29 PDT 2020,Mon Jul 06 06:50:29 PDT 2020,,Fri Jul 03 07:39:25 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,JER,46:03:00,"Prepare the buckler and shield, and draw near to battle!",buckler,12,19,Easy,,
3OZ4VAIBEXF0WDE2I0CCY6PPNZMJVS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:21 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:21 PDT 2020,,,37KGEN7NJ3QLZOIXH4DYEUH4EQXPPQ,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:48:02 PDT 2020,Fri Jul 03 06:48:09 PDT 2020,Mon Jul 06 06:48:09 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,7,70% (158/225),71% (157/220),71% (157/220),bible,DAN,03:29,"Therefore I make a decree, that every people, nation, and language, which speak anything evil against the God of Shadrach, Meshach, and Abednego, shall be cut in pieces, and their houses shall be made a dunghill; because there is no other god who is able to deliver after this sort.",Shadrach,113,121,Neutral,,
3P0I4CQYVY7RCD54ON9DS4PPT2YOWQ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:25 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:25 PDT 2020,,,338JKRMM26ZMZ3E798NWFQQITDOAHR,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:49:47 PDT 2020,Fri Jul 03 06:49:53 PDT 2020,Mon Jul 06 06:49:53 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,2CH,20:29,"The fear of God was on all the kingdoms of the countries, when they heard that Yahweh fought against the enemies of Israel.",countries,47,56,Easy,,
3P7QK0GJ3TLHZ1L4CCVNKVG49Z6Z2L,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:24 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:24 PDT 2020,,,37Q970SNZE8FVOFNOJ62834HYUY1SE,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:46:59 PDT 2020,Fri Jul 03 06:47:05 PDT 2020,Mon Jul 06 06:47:05 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,1KI,09:10,"It happened at the end of twenty years, in which Solomon had built the two houses, the house of Yahweh and the king's house",end,19,22,Easy,,
3PUOXASB573SZL63XLA2UIOIF5GZ9D,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:27 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:27 PDT 2020,,,37U1UTWH9VML59ZV8FFCX3MTQYL8RH,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:46:25 PDT 2020,Fri Jul 03 06:46:32 PDT 2020,Mon Jul 06 06:46:32 PDT 2020,,Fri Jul 03 07:39:25 PDT 2020,See block message.,7,70% (158/225),71% (157/220),71% (157/220),bible,LUK,20:09,He began to tell the people this parable.,parable,33,40,Neutral,,
3RSBJ6YZECQP1RJ9YYZDOG3PYZ8OFS,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:16 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:16 PDT 2020,,,34Z02EIMISDG3Z7KH07S43HTVL80T1,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:51:24 PDT 2020,Fri Jul 03 06:51:30 PDT 2020,Mon Jul 06 06:51:30 PDT 2020,,Fri Jul 03 07:39:02 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,ROM,06:13,"Neither present your members to sin as instruments of unrighteousness, but present yourselves to God, as alive from the dead, and your members as instruments of righteousness to God.",yourselves,83,93,Easy,,
3SMIWMMK615MPIP1K9LMRAHEBOMWUB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:25 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:25 PDT 2020,,,3Q8GYXHFEP2YCPRASKIEWODGO7H5C6,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:57 PDT 2020,Fri Jul 03 06:48:02 PDT 2020,Mon Jul 06 06:48:02 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,EXO,40:18:00,"Moses raised up the tabernacle, and laid its sockets, and set up its boards, and put in its bars, and raised up its pillars.",boards,69,75,Easy,,
3T2EL38U0MK9MPNAD5X3JSYWH5MQXT,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:16 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:16 PDT 2020,,,3RRCEFRB7MCX61V40F39GC1K6QP4BW,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:58:02 PDT 2020,Fri Jul 03 06:58:22 PDT 2020,Mon Jul 06 06:58:22 PDT 2020,,Fri Jul 03 07:39:02 PDT 2020,See block message.,20,70% (158/225),71% (157/220),71% (157/220),bible,1SA,25:13:00,About four hundred men followed David; and two hundred stayed by the baggage.,David,142,147,Easy,,
3TUOHPJXYHXE6MJWPEW9BHGI563WX3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:26 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:26 PDT 2020,,,3B1NLC6UGZWFMBPYELNBKL3CDZBPGN,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:50:18 PDT 2020,Fri Jul 03 06:50:23 PDT 2020,Mon Jul 06 06:50:23 PDT 2020,,Fri Jul 03 07:39:05 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,LUK,08:29,"He was kept under guard, and bound with chains and fetters.",chains,157,163,Easy,,
3UAU495MIISEK9GZTNUCAG4S8MNOUR,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:24 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:24 PDT 2020,,,3WSELTNVR32C4C52924LT9T647KTAL,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:54:21 PDT 2020,Fri Jul 03 06:55:45 PDT 2020,Mon Jul 06 06:55:45 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,84,70% (158/225),71% (157/220),71% (157/220),bible,1KI,10:17,he made three hundred shields of beaten gold; three minas of gold went to one shield: and the king put them in the house of the forest of Lebanon.,minas,52,57,Neutral,,
3UV0D2KX1MJLXY9RFEK4AIXKH894FZ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:26 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:26 PDT 2020,,,3DEL4X4EL6LKHBCPUIJYLYWJKU8XYF,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:46:16 PDT 2020,Fri Jul 03 06:46:25 PDT 2020,Mon Jul 06 06:46:25 PDT 2020,,Fri Jul 03 07:39:04 PDT 2020,See block message.,9,70% (158/225),71% (157/220),71% (157/220),bible,ZEP,03:08,"""Therefore wait for me,"" says Yahweh, ""until the day that I rise up to the prey, for my determination is to gather the nations, that I may assemble the kingdoms, to pour on them my indignation, even all my fierce anger, for all the earth will be devoured with the fire of my jealousy.",kingdoms,152,160,Easy,,
3UY4PIS8QRLGTRPPQKKFKPZQ7FL1NQ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:20 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:20 PDT 2020,,,3WMOAN2SRBXY1N3GN195GX1R0ZYVNM,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:50:46 PDT 2020,Fri Jul 03 06:50:52 PDT 2020,Mon Jul 06 06:50:52 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,PRO,08:12,Find out knowledge and discretion.,knowledge,53,62,Easy,,
3VI0PC2ZAYK61DAUYS5ZUN3W244OXJ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:26 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:26 PDT 2020,,,36H9ULYP62UDM0Q58OC954HO3L6FJF,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:52:36 PDT 2020,Fri Jul 03 06:52:41 PDT 2020,Mon Jul 06 06:52:41 PDT 2020,,Fri Jul 03 07:39:05 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,MAT,02:13,"Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream, saying, ""Arise and take the young child and his mother, and flee into Egypt, and stay there until I tell you, for Herod will seek the young child to destroy him.""",angel,39,44,Easy,,
3VW0145YLYCH6QKT48BLBA6CW6AJMB,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:16 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:16 PDT 2020,,,3W2LOLRXLBF50A1WH4CFN8VKLYHKRE,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:52:30 PDT 2020,Fri Jul 03 06:52:36 PDT 2020,Mon Jul 06 06:52:36 PDT 2020,,Fri Jul 03 07:39:02 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,1SA,03:05,"He ran to Eli, and said, ""Here I am; for you called me.""",Eli,10,13,Neutral,,
3W0KKJIARR9XWLO7SS1E775URQLK8N,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:27 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:27 PDT 2020,,,3ZR9AIQJUB9WMESU2Z6KWV51FMQ408,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:49:15 PDT 2020,Fri Jul 03 06:49:21 PDT 2020,Mon Jul 06 06:49:21 PDT 2020,,Fri Jul 03 07:39:05 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,HOS,07:05,He joined his hand with mockers.,mockers,104,111,Neutral,,
3X2LT8FDHWIORLIOH6KHVIZPEXUW8V,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:15 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:15 PDT 2020,,,33JKGHPFYCUFB097998ET1IE96LMNV,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:47:50 PDT 2020,Fri Jul 03 06:47:56 PDT 2020,Mon Jul 06 06:47:56 PDT 2020,,Fri Jul 03 07:39:01 PDT 2020,See block message.,6,70% (158/225),71% (157/220),71% (157/220),bible,NUM,19:09,"""A man who is clean shall gather up the ashes of the heifer, and lay them up outside of the camp in a clean place; and it shall be kept for the congregation of the children of Israel for a water for impurity: it is a sin offering.",impurity,199,207,Easy,,
3X52SWXE0X5Q3O81YI0MX4V84OFWC1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:16 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:16 PDT 2020,,,326O153BMIY8D0QH3H6SKO1BM0TEDH,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:49:42 PDT 2020,Fri Jul 03 06:49:47 PDT 2020,Mon Jul 06 06:49:47 PDT 2020,,Fri Jul 03 07:39:01 PDT 2020,See block message.,5,70% (158/225),71% (157/220),71% (157/220),bible,LEV,14:24,"The priest shall take the lamb of the trespass offering, and the log of oil, and the priest shall wave them for a wave offering before Yahweh.",log,65,68,Easy,,
3XAOZ9UYRZR1WO2H6CCWOJUVCQ81QD,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 06:40:22 PDT 2020,10,BatchId:4103065;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 06:40:22 PDT 2020,,,3NVC2EB65QZ81D5BATCAEI7FDZB3YP,A1B0WR3GERFKX8,Rejected,Fri Jul 03 06:56:26 PDT 2020,Fri Jul 03 06:56:38 PDT 2020,Mon Jul 06 06:56:38 PDT 2020,,Fri Jul 03 07:39:03 PDT 2020,See block message.,12,70% (158/225),71% (157/220),71% (157/220),bible,PSA,106:45:00,"He remembered for them his covenant, and repented according to the multitude of his loving kindnesses.",kindnesses,91,101,Easy,,
